Eval#,A_Cell_D,B_Barrier_Type,C_Barrier_Thx,D_Barrier_Outer_Type,E_Barrier_Outer_Thx,F_ThermalResin_Thx,TP_NoTP,MaxT_TB,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,,
1,10.7259286,Si1,1.053354999,PU,2.838396469,1.233265381,0,360.2338732,284.8967852,0.002330984,0.055203815,991.777179,193.2,82.3,Itr_7,
2,10.58497393,Si1,1.203193646,PU,2.303839371,0.928335897,0,351.8519299,320.8520094,0.002299268,0.055341219,964.4070009,186,82.3,,
3,8.915445738,Si1,1.416715016,PU,2.439425496,0.814823221,0,318.9446982,283.4693717,0.000213736,0.055321976,825.8973772,176.8,75,,
4,10.47135777,Si1,1.172157031,PU,2.41710613,1.343814337,1,353.8265793,612.6093,0.000757902,0.02652657,967.0293795,181,81.8,,
5,8.779365057,Si1,1.408685599,PU,2.627502445,0.902708195,0,317.7100288,282.4770477,0.000210334,0.055303787,819.8983228,177,74.5,,
6,8.505471178,Si1,1.428222781,PU,2.621745598,0.769417225,0,312.428644,282.6727073,0.000203487,0.055424198,801.2501676,173.4,73.8,,
7,8.515256571,Si1,1.434159964,PU,2.27258893,1.072107471,0,316.0028412,283.0586195,0.000203732,0.055457484,798.4599287,171.9,73.8,,
8,8.878318252,Si1,1.329234301,Si1,1.792260656,1.599449391,1,327.2003173,588.7012144,0.000212808,0.041923176,835.5482686,174.000001,75.5,,
9,15.02318617,Si1,0.980430757,PU,2.595102463,2.363776672,0,423.6334708,283.8761508,0.00036643,0.055232231,1313.006201,247.8,98.4,,
10,15.26823416,Si1,1.037588939,PU,2.08035474,2.132568155,1,425.3453274,823.0395492,0.005588336,0.02719657,1357.275412,226.000001,98.3,,
11,13.55547571,Si1,1.222507141,Si1,1.225656791,1.180724894,1,397.18294,819.1930564,0.047811865,0.035941333,1146.234909,204.000001,87.9,,
12,13.32329935,Si1,1.121678322,Si1,1.504883555,1.589377483,0,398.2473763,284.6857766,-0.000323932,0.05528426,1204.491747,216.2,92.8,,
13,15.96007833,Si1,0.943168992,Si1,1.678329184,0.512505813,0,426.5300513,281.0729357,-0.000389852,0.05503964,1402.0402,234.1,102.3,,
14,13.97991519,Si1,0.960052693,PU,2.875245206,1.842322884,1,410.1406866,829.2875357,-0.035055844,0.029610276,1226.467227,218.000001,94.3,,
15,11.92889038,Si1,0.795902742,Si1,2.825672635,2.335557432,0,384.979147,282.7719893,0.000289072,0.055211864,1071.837244,209.1,84.9,,
16,9.984331748,Si1,1.216312983,PU,2.517324343,2.300818584,0,351.0946793,284.0806876,-0.001683208,0.055402699,927.4231178,189.9,80.2,,
17,15.15484558,Si1,1.133281752,PU,1.77851066,2.203942285,0,423.0338207,283.4984613,0.000369721,0.055109373,1362.220423,244.9,100.7,,
18,11.9143147,Si1,1.045291255,PU,2.255878155,2.329520884,0,384.0811568,323.5714485,-0.000288708,0.055177248,1106.768385,202,85.7,,
19,8.453771432,Si1,0.519461751,Si1,1.130929037,2.458920092,1,409.7895666,544.7070597,0.000202194,0.007885576,953.2726376,76.000001,63.2,,
20,12.25382311,Si1,2.128086768,PU,2.012521472,0.536322795,0,325.3279815,259.47661,0.001485978,0.055389188,918.4418189,215.3,89.8,,
1,10.7259286,Si1,1.053354999,PU,2.838396469,1.233265381,0,360.2338732,284.8967852,0.002330984,0.055203815,991.777179,193.2,82.3,Itr_8,
2,10.58497393,Si1,1.203193646,PU,2.303839371,0.928335897,0,351.8519299,320.8520094,0.002299268,0.055341219,964.4070009,186,82.3,,
3,8.915445738,Si1,1.416715016,PU,2.439425496,0.814823221,0,318.9446982,283.4693717,0.000213736,0.055321976,825.8973772,176.8,75,,
4,10.47135777,Si1,1.172157031,PU,2.41710613,1.343814337,1,353.8265793,612.6093,0.000757902,0.02652657,967.0293795,181,81.8,,
5,8.779365057,Si1,1.408685599,PU,2.627502445,0.902708195,0,317.7100288,282.4770477,0.000210334,0.055303787,819.8983228,177,74.5,,
6,8.505471178,Si1,1.428222781,PU,2.621745598,0.769417225,0,312.428644,282.6727073,0.000203487,0.055424198,801.2501676,173.4,73.8,,
7,8.515256571,Si1,1.434159964,PU,2.27258893,1.072107471,0,316.0028412,283.0586195,0.000203732,0.055457484,798.4599287,171.9,73.8,,
8,8.878318252,Si1,1.329234301,Si1,1.792260656,1.599449391,1,327.2003173,588.7012144,0.000212808,0.041923176,835.5482686,174.000001,75.5,,
9,15.02318617,Si1,0.980430757,PU,2.595102463,2.363776672,0,423.6334708,283.8761508,0.00036643,0.055232231,1313.006201,247.8,98.4,,
10,15.26823416,Si1,1.037588939,PU,2.08035474,2.132568155,1,425.3453274,823.0395492,0.005588336,0.02719657,1357.275412,226.000001,98.3,,
11,13.55547571,Si1,1.222507141,Si1,1.225656791,1.180724894,1,397.18294,819.1930564,0.047811865,0.035941333,1146.234909,204.000001,87.9,,
12,13.32329935,Si1,1.121678322,Si1,1.504883555,1.589377483,0,398.2473763,284.6857766,-0.000323932,0.05528426,1204.491747,216.2,92.8,,
13,15.96007833,Si1,0.943168992,Si1,1.678329184,0.512505813,0,426.5300513,281.0729357,-0.000389852,0.05503964,1402.0402,234.1,102.3,,
14,13.97991519,Si1,0.960052693,PU,2.875245206,1.842322884,1,410.1406866,829.2875357,-0.035055844,0.029610276,1226.467227,218.000001,94.3,,
15,11.92889038,Si1,0.795902742,Si1,2.825672635,2.335557432,0,384.979147,282.7719893,0.000289072,0.055211864,1071.837244,209.1,84.9,,
16,9.984331748,Si1,1.216312983,PU,2.517324343,2.300818584,0,351.0946793,284.0806876,-0.001683208,0.055402699,927.4231178,189.9,80.2,,
17,15.15484558,Si1,1.133281752,PU,1.77851066,2.203942285,0,423.0338207,283.4984613,0.000369721,0.055109373,1362.220423,244.9,100.7,,
18,11.9143147,Si1,1.045291255,PU,2.255878155,2.329520884,0,384.0811568,323.5714485,-0.000288708,0.055177248,1106.768385,202,85.7,,
19,8.453771432,Si1,0.519461751,Si1,1.130929037,2.458920092,1,409.7895666,544.7070597,0.000202194,0.007885576,953.2726376,76.000001,63.2,,
20,12.25382311,Si1,2.128086768,PU,2.012521472,0.536322795,0,325.3279815,259.47661,0.001485978,0.055389188,918.4418189,215.3,89.8,,
1,13.90552133,Si1,0.685101367,Si1,2.992163054,2.420413309,1,414.1651556,583.205975,-0.015908936,0.031479384,1215.393586,206.000001,92.9,Itr_9,
2,15.688585,Si1,0.729993555,Si1,2.501334394,2.479323164,1,431.9904517,543.075099,-0.001149194,0.040987928,1369.333208,209.000001,100.4,,
3,13.5180657,Si1,0.796955937,Si1,2.31188723,2.400018193,1,411.9063202,793.0054859,0.027948149,0.03189377,1210.06074,197.000001,92.3,,
4,15.24591033,Si1,0.757891799,Si1,2.309830938,2.470068334,1,430.9174224,596.1069445,0.000371998,0.039803759,1346.30673,200.000001,99,,
5,11.42344303,Si1,1.122037269,Si1,1.716698297,2.179040196,0,373.648415,283.6089072,0.002487925,0.055393608,1036.290819,204.1,85.6,,
6,8.14737947,Si1,1.285340297,Si1,2.657002323,0.63365998,0,308.9991915,317.2983068,-0.000194535,0.041435849,787.0897567,162.2,72.7,,
7,11.83832745,Si1,0.793660321,Si1,2.823147853,1.864174514,0,383.0124727,320.8138882,0.002581274,0.055283585,1070.501301,203.5,86.3,,
8,11.48252029,Si1,0.773429381,Si1,2.737863351,2.396622402,1,381.5385641,802.2479,-0.009726955,0.04418817,1049.281772,202,83.5,,
9,8.330999402,Si1,1.179255136,PU,2.802706066,0.56036355,1,321.7165742,810.5004117,-0.000199125,0.045997875,822.7412954,143.000001,72.9,,
10,8.359498502,Si1,1.198093712,PU,2.744740288,1.076267858,1,324.6322171,543.7046132,0.000599513,0.040966688,824.3250589,147.000001,73,,
11,9.021305031,Si1,1.056164476,PU,2.990898919,2.066501013,1,347.1987255,898.6242678,-0.000216383,0.036135919,890.234737,161.000001,74.8,,
12,9.281090096,Si1,1.105456055,PU,2.87261737,0.688561222,1,337.1575381,872.4647098,0.000222877,0.047472854,894.222553,149.000001,75.6,,
13,15.97979604,Si1,0.945680067,Si1,1.447662205,2.482315568,1,442.4125678,865.4572532,0.000390345,0.036302085,1461.561336,214.000001,105.5,,
14,13.9608088,Si1,0.786303707,Si1,2.527042609,1.934800543,1,413.5130954,819.5131618,0.006457535,0.02752949,1225.80827,201.000001,94,,
15,11.94995076,Si1,0.876822438,Si1,2.40858508,1.986593679,0,385.3255638,284.9460518,-0.001447994,0.055261884,1083.552011,208.5,85.7,,
16,9.886665828,Si1,1.004740639,PU,2.965256869,2.357996429,1,358.1539767,918.6529335,-0.00071405,0.041176898,946.254326,182.000001,78.8,,
17,14.25093432,Si1,1.018294264,PU,2.117874521,2.113355891,1,416.8106536,568.119838,0.000347123,0.031588216,1284.032902,202.000001,94.1,,
18,11.60859702,Si1,0.867362898,PU,2.868887149,0.758205449,1,378.0423643,609.9698843,0.033446726,0.036819505,1088.622502,166.000001,84.1,,
19,15.49091174,Si1,0.728131852,Si1,2.863552113,2.461431407,1,426.523267,824.0736846,-0.000378123,0.03440917,1327.044816,220.000001,97.8,,
20,14.03440127,Si1,1.59649394,PU,1.119347042,1.837730768,0,389.3093083,280.4804765,-0.00034171,0.05542851,1124.049189,215.2,90.2,,
1,15.67999267,Si1,0.937653639,Si1,1.657333916,1.183529757,1,430.0933652,822.9891215,0.00038285,0.037136426,1400.590012,206.000001,101,Itr_10,
2,15.75058789,Si1,1.070476334,Si1,1.216731821,1.246789464,1,428.9197334,561.4840348,-0.000384615,0.034999942,1335.114555,204.000001,95.6,,
3,15.69808892,Si1,0.956859107,Si1,1.463647538,0.967815248,1,429.6461556,609.9365556,-0.004982929,0.032580691,1410.949459,227.000001,102.2,,
4,8.231838573,Si1,1.289879363,PU,2.806872604,1.807047922,0,323.6591833,283.9574447,0.00098323,0.05528044,806.8214266,171.7,72.8,,
5,13.87229154,Si1,1.214764033,Si1,1.286390109,2.46179462,0,405.3079183,284.9465514,-0.000337657,0.055100237,1167.253074,218.4,88.7,,
6,8.074779188,Si1,1.39719844,Si1,1.829565761,2.148379032,0,315.7052149,281.9770691,0.001349037,0.055308889,771.6280671,167.5,73.2,,
7,13.48195512,Si1,1.276141152,PU,1.424790501,2.367347765,0,400.1522614,280.2752474,-0.000327899,0.055293516,1166.500272,223.8,95.9,,
8,12.90639382,Si1,1.188910861,PU,1.686618074,2.320380507,0,394.7380151,281.6848715,0.001567549,0.055338867,1138.639398,215.9,92.1,,
9,8.152773061,Si1,1.345124634,PU,2.538888792,2.42792588,0,321.8700514,283.5272966,0.000194669,0.055393034,792.1545982,169,72.7,,
10,8.28058374,Si1,1.387159634,PU,2.051627803,1.676956325,0,320.7914277,284.363408,0.000989323,0.05545103,793.6530979,167.4,73.1,,
11,8.273810685,Si1,1.393333009,PU,2.078084523,1.79192328,0,319.805878,284.5171234,0.000197695,0.055427335,794.7912319,166.7,73.2,,
12,11.39756566,Si1,1.166022417,Si1,1.95770133,0.850947989,0,359.7516157,281.9476407,0.001378946,0.055328925,1013.06657,197.7,84.7,,
13,10.77082494,Si1,1.37234616,Si1,1.144052121,2.367621303,1,360.1693122,609.9637639,0.007023254,0.035636509,943.553288,168.000001,77.6,,
14,10.04148199,Si1,1.369281136,Si1,1.258598749,1.776769863,1,349.9252871,944.8817682,0.002176983,0.041362677,899.9412166,155.000001,75,,
15,15.89970239,Si1,1.158606806,Si1,1.111766748,2.106061922,1,431.6688941,512.586024,0.000388343,0.039222593,1342.730597,200.000001,96.9,,
16,13.97016477,Si1,0.764310965,Si1,2.733515211,0.511239398,1,406.2093227,618.7010446,-0.000340104,0.035030712,1217.200468,186.000001,93.9,,
17,11.96020534,Si1,0.939341799,PU,2.689605564,2.476563345,0,391.568677,284.1658284,0.000289855,0.055286237,1123.468866,206.9,85.2,,
18,9.955859939,Si1,1.084224751,Si1,2.175030919,2.219044836,1,352.400788,558.2965365,-0.007432142,0.031886285,934.6432042,171.000001,79.9,,
19,11.66815384,Si1,1.052190079,PU,2.862408185,0.795309338,0,368.5306241,283.6467899,0.002542985,0.055440277,1052.784555,195.1,85,,
20,14.18114692,Si1,0.963994047,PU,2.117855449,0.716186983,1,411.674956,552.2530637,-0.001036136,0.041790829,1287.058869,172.000001,93.5,,
21,15.15739011,Si1,1.064115728,PU,1.128284431,0.549478437,1,422.863116,706.8851344,-0.000369785,0.03660869,1301.742068,171.000001,92.2,,
22,12.80138498,Si1,1.383211893,Si1,1.639368801,1.7687046,0,379.6409078,276.5945251,0.001554423,0.055418732,1094.927291,221.6,91.5,,
1,15.94553706,Si1,1.026733187,Si1,1.626768593,2.359631676,1,431.9025871,620.4693228,0.000389489,0.0338855,1397.66176,235.000001,102.7,Itr_11,
2,15.79042276,Si1,0.834026829,Si1,2.305755691,0.787085383,0,425.584634,282.1163819,0.000385611,0.055128346,1357.342099,237.2,101.7,,
3,15.22524812,Si1,1.128244768,PU,1.563781922,1.552518755,1,423.090562,558.3072687,-0.004086294,0.023403319,1292.402533,241.000001,101.8,,
4,13.54262801,Si1,0.964625124,Si1,1.835068044,1.016829155,1,403.5178991,614.2877536,-0.031294496,0.034588654,1214.383385,198.000001,92,,
5,13.83083009,Si1,1.128110339,PU,1.45900394,0.52052151,1,401.0815783,604.2902108,-0.029959247,0.033325454,1264.60819,198.000001,94.5,,
6,11.62179194,Si1,0.975361816,Si1,2.030638544,1.5647179,1,377.1511954,851.5228674,-0.053746407,0.036299929,1072.606033,191.000001,85.2,,
7,11.92941023,Si1,1.418116609,Si1,1.218691284,0.84228234,0,363.9402321,283.0388204,0.000289085,0.055213099,991.1720794,191.9,82.5,,
8,11.46786426,Si1,1.345904786,PU,1.393179297,0.642560496,0,359.1996312,283.3602146,0.001387733,0.055227113,1009.819232,192.4,87.2,,
9,8.890321739,Si1,1.407347745,PU,1.583911398,0.627211353,1,321.985039,855.475796,-0.007884996,0.042834708,824.3506129,157.000001,75.4,,
10,8.619590296,Si1,1.384475076,PU,1.880608618,0.505064553,1,317.8520879,950.4098226,-0.00804725,0.040236251,812.4019068,157.000001,74.1,,
11,9.809012688,Si1,1.147467315,Si1,2.306825493,1.623565428,0,344.2835273,284.9992617,0.002124677,0.055370804,907.485866,188,78.4,,
12,8.011430922,Si1,1.268178127,PU,2.745499213,0.754546084,1,314.7397529,915.604971,0.000573407,0.042623272,787.5205953,150.000001,72,,
13,15.79851847,Si1,0.81630217,Si1,2.974764634,1.968132705,0,422.3507164,282.2726162,-0.000385813,0.055142723,1326.040126,261,101.4,,
14,13.82273411,Si1,1.00620583,Si1,1.790432621,2.458390797,1,410.0430417,610.7093859,-0.021867186,0.03263257,1232.876445,201.000001,95.1,,
15,11.95191809,Si1,1.021163494,PU,2.607262379,1.988645842,0,384.0593015,283.0493787,0.000289648,0.055266555,1091.929378,208,86.1,,
16,9.898883989,Si1,1.131391553,PU,2.800944817,2.195038995,0,351.6759131,284.9351604,0.002144898,0.055395352,926.4036904,188,78.9,,
17,9.732774756,Si1,1.406774439,Si1,1.207200124,1.78279601,1,340.0616216,842.1475801,-0.000234169,0.04378965,874.5007472,153.000001,74,,
18,12.2534962,Si1,0.826636628,Si1,2.848439144,2.28577932,0,387.6853639,284.1774052,0.001485937,0.055388428,1096.344819,211.6,88.3,,
19,15.95647377,Si1,0.778056111,Si1,2.868213498,0.867821673,0,421.8927646,278.8808567,-0.000389762,0.055033323,1348.402138,242.7,101.9,,
20,13.41078666,Si1,1.252787801,Si1,2.868640587,1.368568303,0,377.417595,270.6004424,-0.00032612,0.055144059,1087.795474,222.9,94.4,,
1,8.834276558,Si1,1.405655645,Si1,1.664326357,1.080594271,0,320.39538,284.6702831,0.000211707,0.05527191,818.2579673,174.6,75.6,Itr_12,
2,8.000699442,Si1,1.442127184,PU,1.234133881,1.702531762,0,309.0331,279.9039,0.000954338,0.05542579,750.4929,145.6,67.4,,
3,8.530699846,Si1,1.405443508,Si1,1.556360553,1.30450125,0,318.4406306,284.8888426,0.000204118,0.055305863,800.6483942,169.8,74.8,,
4,8.433879441,Si1,1.386859591,Si1,1.691180288,1.399091405,0,318.825451,284.4444809,0.000201697,0.055382489,797.0317135,170.4,74.3,,
5,13.58015275,Si1,1.02959112,Si1,1.735598712,0.547709353,0,398.2759919,283.1232822,-0.000330354,0.055169361,1211.89895,205.8,92.7,,
6,15.43204463,Si1,1.011611763,Si1,1.511257053,0.842051756,0,425.4579247,282.6806659,-0.002636557,0.055245523,1368.989533,233.6,101,,
7,13.56984832,Si1,1.285849676,PU,1.230932822,2.248952107,0,401.4340156,283.5066612,-0.000330096,0.055147989,1151.524,208.4,87.3,,
8,15.3900785,Si1,0.877107358,Si1,2.076726158,1.075074089,0,426.0813668,280.9251462,-0.002629214,0.055168946,1344.093891,227.3,98.8,,
9,14.60175929,Si1,1.273100938,PU,1.117842813,2.059093284,1,414.16661,551.5537067,0.024556686,0.035233506,1232.222454,193.000001,91,,
10,11.62721671,Si1,1.157323158,PU,1.9837635,0.539633266,0,366.2313561,324.7668749,0.001407652,0.055339982,1062.53419,187.5,85.1,,
11,10.52217759,Si1,1.498971496,PU,1.208872459,0.716301,1,339.1821684,545.8604855,0.013964748,0.040370816,909.7211744,158.000001,75.7,,
12,11.44851295,Si1,1.367359986,PU,1.371496994,0.929509814,0,360.1694655,284.6661768,0.001385314,0.05517922,1011.06248,194.9,87.6,,
13,15.95698005,Si1,1.087970087,Si1,1.496018536,2.003631739,0,432.543957,280.4812085,-0.000389775,0.055034215,1401.79728,251.5,103.8,,
14,13.89797778,Si1,0.946555867,PU,2.71514234,2.307201721,1,411.9987185,563.6084711,-0.02740226,0.030785255,1233.336452,214.000001,93.8,,
15,11.8712211,Si1,0.914029486,PU,2.803032242,2.377761775,0,387.5689237,284.8071915,-0.001438153,0.05536253,1099.603287,206.2,85,,
16,9.856193573,Si1,0.97947452,Si1,2.638308365,2.260035473,0,353.4216803,320.7323479,0.001660783,0.055271551,926.1419907,175.1,76.7,,
17,11.54479058,Si1,1.039343993,Si1,1.981622731,2.472143787,0,377.7188952,284.0571601,0.001397349,0.055417508,1050.522436,205.5,85.7,,
18,8.830842911,Si1,1.524980666,PU,1.158366847,1.311022279,0,315.9648633,282.7914686,0.000211621,0.05526073,794.3139057,158.5,70.8,,
19,14.59372851,Si1,1.282098146,PU,1.108170785,2.474137534,1,415.3947849,829.1577297,0.039481951,0.035925018,1228.536989,205.000001,91.2,,
20,15.3384972,Si1,1.9944429,Si1,1.643545784,2.019812948,0,380.5860914,260.772311,0.000374313,0.055074813,1156.939362,260,105.9,,
1,8.523008835,Si1,1.390125134,PU,2.257551397,0.524499338,0,314.6246375,284.9340496,0.000203925,0.055279909,803.5923663,170.2,73.8,Itr_13,
2,9.908486069,Si1,0.871015319,Si1,2.992445722,2.076477538,1,356.8875734,683.9524969,0.000238562,0.032205904,944.6969692,159.000001,76.2,,
3,15.82205939,Si1,1.25115508,PU,1.152579589,1.36572838,0,425.5249852,279.7201806,0.000386402,0.055184507,1318.134937,225.4,94.7,,
4,12.67741792,Si1,1.320681163,PU,1.140566862,1.033162319,1,383.5093155,826.0028597,0.044013319,0.039088752,1077.526625,177.000001,84,,
5,14.32242197,Si1,1.3065989,PU,1.119789726,1.224610451,1,406.429017,822.1314077,0.028959572,0.035937782,1199.607478,183.000001,90.3,,
6,10.4486565,Si1,0.920344446,Si1,2.522838456,2.16739001,1,363.7575388,888.7778382,-0.001260333,0.042095106,973.6789202,191.000001,81.6,,
7,10.45777986,Si1,0.983210009,Si1,2.272228454,2.351183993,1,363.0494392,652.7951,-0.00227065,0.03607811,972.9754624,189,81.7,,
8,11.38423132,Si1,1.216365206,PU,1.509114886,2.482529496,1,374.3265756,813.984449,0.006335482,0.033881057,1037.723189,191.000001,86.4,,
9,8.047564948,Si1,1.301436833,PU,2.420675461,1.453759372,0,320.4419458,315.5181735,0.000192039,0.045129165,788.9218757,161.7,72.5,,
10,14.91469581,Si1,1.306795725,PU,1.139216094,1.686125992,1,412.0282888,793.3528097,0.036008033,0.033098293,1247.310061,210.000001,92.1,,
11,12.28849609,Si1,1.343888698,PU,1.122329911,1.802071426,1,383.7207112,550.350995,0.042026798,0.035469426,1048.197676,183.000001,83.2,,
12,12.74489052,Si1,1.242885034,PU,1.301195327,0.903689986,1,386.3227776,590.1171211,-0.034970367,0.039302979,1089.708045,169.000001,83.9,,
13,8.477532287,Si1,1.29458051,PU,2.668982936,0.909657101,1,320.2478613,859.4643237,-0.000202788,0.04400505,817.1347456,168.000001,73.4,,
14,15.95600472,Si1,1.135578983,PU,1.81840891,2.471386219,0,427.7191048,283.3802745,0.00038975,0.0550325,1344.884375,261.5,104,,
15,13.90001521,Si1,0.900571293,Si1,2.151506023,1.325136728,1,408.3690008,649.1917943,-0.007782062,0.030113195,1226.021479,196.000001,94.4,,
16,11.92461479,Si1,0.95514946,PU,2.364268424,2.411380054,0,390.4601562,284.4400479,-0.001444827,0.055201711,1101.777022,207.1,86.3,,
17,9.924840313,Si1,1.008329066,Si1,2.549614523,1.853179807,1,351.9735932,583.4715913,0.000238971,0.041341983,934.4247136,185.000001,79,,
18,11.47681446,Si1,1.342707332,PU,1.348814284,1.024376147,1,363.0088093,798.7496382,0.01583291,0.042498864,1018.238846,204.000001,87.6,,
19,14.49967626,Si1,1.302782569,PU,1.181483196,2.124877119,1,410.3205514,669.4295419,-0.028620702,0.034980858,1215.414977,194.000001,90.6,,
20,8.033887156,Si1,1.060719416,Si1,2.999526368,2.337111353,1,330.1362584,1000.869636,0.000191697,0.043131881,818.3473795,160.000001,72,,
21,8.126060748,Si1,0.969243702,PU,2.740169379,1.970847585,1,343.0519394,814.7061232,0.008342065,0.047142365,844.5411954,130.000001,72.1,,
1,12.83018789,Si1,0.766444423,Si1,2.981181108,1.311030195,0,393.662206,282.5414595,-0.000311605,0.055171214,1132.925759,210.1,89.6,Itr_14,
2,10.36478264,Si1,1.426550325,PU,1.286127271,2.385613689,1,350.3697877,619.6788001,0.012748445,0.0352457,917.6645934,165.000001,75,,
3,15.922578,Si1,1.121647371,PU,1.691874436,1.692480482,0,432.8030357,280.3708268,0.000388915,0.05536293,1347.264406,243.9,104.3,,
4,10.67452617,Si1,1.305046211,PU,1.573172912,2.43245549,1,359.4535684,540.5069,0.008504537,0.03169873,974.8746104,186,83.6,,
5,8.022530915,Si1,1.29668216,PU,2.399743787,2.474092454,0,324.743269,284.2436979,-0.000957066,0.055313508,791.0811433,166.5,72.3,,
6,15.69350685,Si1,1.077986567,Si1,1.243725997,0.745746559,0,421.5364428,284.4300909,-0.000383188,0.055339518,1313.349764,217.5,95.4,,
7,15.9761257,Si1,1.222839799,PU,1.177721119,1.116553913,0,426.5432755,280.6252623,-0.000390253,0.055067728,1339.020963,225.6,94.9,,
8,10.24339621,Si1,1.474019656,Si1,1.134344993,2.076379214,1,346.1318624,544.2756492,0.014075295,0.033830095,893.1528329,169.000001,76,,
9,8.023007605,Si1,1.445981956,PU,1.291267724,2.286789773,0,317.1899977,283.3838751,0.000957126,0.055315236,773.8716092,153.9,71.6,,
10,9.214904316,Si1,1.487747242,Si1,1.121347953,2.341592258,0,328.137013,318.3763457,-0.000663668,0.055402813,822.028527,164.5,72,,
11,9.031629437,Si1,1.413890969,PU,1.43167797,2.295319513,1,333.8837228,509.5177286,-0.002383048,0.035745724,840.0520184,165.000001,76.3,,
12,12.3592988,Si1,0.923711392,PU,2.984613787,1.248060785,0,387.6118151,284.3811575,0.001499162,0.055334587,1119.876363,204.6,86.5,,
13,15.95863584,Si1,0.911694388,Si1,2.227029845,2.095969998,0,432.620553,278.7054255,0.000389816,0.05503712,1368.399005,253.4,103.1,,
14,13.97079819,Si1,0.922620001,Si1,2.152096763,2.146208097,1,412.0687837,613.112692,-0.03095092,0.03095092,1225.491617,219.000001,94.9,,
15,11.96952353,Si1,1.040960707,PU,2.077628019,2.348285194,1,387.970129,817.7391713,-0.003771145,0.04728436,1122.252561,222.000001,86,,
16,9.75774974,Si1,1.117252053,PU,2.905962985,2.448143761,0,351.720736,283.4756571,0.001643556,0.055220869,917.3763187,187.7,77.9,,
17,14.19010525,Si1,0.747645729,Si1,2.510451816,2.005042474,1,419.3197946,521.8949337,-0.005875247,0.0376707,1248.904081,193.000001,94.6,,
18,13.91843298,Si1,1.061917514,Si1,1.768801922,2.381546638,0,409.607232,284.1540236,-0.000338811,0.055193671,1228.568673,229.2,95.7,,
19,10.25891648,Si1,1.458741784,Si1,1.112643983,2.456183918,1,350.5302388,900.2047432,0.001731261,0.037840419,899.8575433,164.000001,76,,
20,14.6901419,Si1,0.9241333,Si1,2.12238134,2.225109639,1,418.0872281,654.2686246,0.023276728,0.026141556,1279.259615,234.000001,97.7,,
1,8.188685296,Si1,1.302146721,PU,2.847193383,0.609642001,1,313.5229227,797.1138711,-0.000195567,0.042829228,796.6777915,157.000001,72.6,Itr_15,
2,11.39693364,Si1,1.019987694,Si1,2.470606628,0.571700559,0,360.2838687,283.9217104,0.002481959,0.055327325,1021.990663,194.3,84.8,,
3,8.77886552,Si1,1.244655547,PU,2.929281429,0.94306076,0,326.1412194,284.6827378,0.000210322,0.055302149,842.6612191,176.5,74.3,,
4,10.33454459,Si1,1.031869141,Si1,2.755626371,0.909024841,0,347.4162976,322.1277011,0.002242922,0.055412699,933.806832,180.4,81.1,,
5,15.99171086,Si1,1.220121637,PU,1.236188073,2.189629733,0,429.4192024,284.3780376,-0.000390643,0.055094993,1335.397517,243.8,95.8,,
6,10.36103421,Si1,1.183622019,PU,2.562877205,0.501082972,0,344.2650908,319.6183779,0.002248882,0.055236333,946.2669628,182.4,81.1,,
7,8.426081328,Si1,1.249142839,Si1,2.34117385,1.559177941,0,322.5835997,317.1036348,0.000201502,0.03727787,816.39577,165.8,73.6,,
8,13.8111216,Si1,1.168099736,PU,1.607577976,1.613515909,0,405.370214,284.7561514,-0.000336128,0.055312496,1249.734072,218.1,94.2,,
9,13.83465753,Si1,1.323913431,PU,1.161420421,0.708937873,0,394.8581367,284.6295895,-0.000336717,0.055360753,1155.097732,195.3,88.5,,
10,14.90671604,Si1,1.089041367,PU,1.710663542,1.166417884,1,418.0265457,575.9967312,-0.004725734,0.026536814,1356.25617,223.000001,99.4,,
11,14.71266792,Si1,1.290744923,PU,1.128600555,0.934253776,0,412.3378578,278.4029059,0.002510667,0.05536734,1231.507514,202.4,91.3,,
12,9.215553207,Si1,1.030230631,Si1,2.83763343,2.21856746,1,343.9917287,884.6675654,-0.000663716,0.033407051,899.2873301,169.000001,75.6,,
13,13.20157771,Si1,1.291916248,Si1,1.158714974,0.693410145,1,385.8573557,523.4242818,-0.03497695,0.038827623,1106.265948,180.000001,86.8,,
14,15.90461825,Si1,1.01774187,PU,1.988220626,0.905499396,0,430.6416342,279.5733235,-0.000388466,0.055331051,1430.789635,230.6,102.8,,
15,13.78827943,Si1,0.993421515,Si1,1.968216644,1.795952945,1,406.8697406,795.3067769,-0.035233485,0.030535687,1217.171392,214.000001,94.7,,
16,11.92960808,Si1,1.018791577,PU,2.265075421,2.498635419,0,387.4468928,284.1876491,-0.001445451,0.055213569,1113.687633,208.9,85.4,,
17,9.968852794,Si1,1.219175002,Si1,1.963147328,1.942087813,1,346.3551517,631.8720099,-0.000720214,0.036730901,917.9495999,186.000001,80.3,,
18,15.83482738,Si1,0.822949659,Si1,2.259910456,2.09003883,1,430.9939439,527.7374224,0.000386721,0.039058796,1374.61527,220.000001,100.1,,
19,15.62041874,Si1,0.814826059,Si1,2.07748836,1.130961718,0,433.3659193,284.7037199,-0.000381361,0.055207956,1382.838137,232.7,99.5,,
