A_Cell_D,B_Barrier_Type,C_Barrier_Thx,D_Barrier_Outer_Type,E_Barrier_Outer_Thx,F_ThermalResin_Thx,TP_NoTP,MaxT_Adj
8.229190498,A1,1.299095422,Si1,1.240995395,2.302406521,0,320.2375938
8.60845884,A2,1.682627481,Si1,1.376156587,2.096481101,0,318.4701428
9.704295987,A2,1.327822014,Si1,2.531155242,0.973981754,1,334.9163035
8.056585196,Si2,1.207826897,PU,2.311199119,0.958340957,0,310.2851547
15.93090705,Si2,0.904093212,Si2,1.6611947,1.246772468,1,428.0312635
11.92707399,Si2,0.753731236,Si2,2.980570415,2.31347238,0,379.8869307
9.94799171,A1,0.887322269,Si1,2.998963161,0.729079908,0,338.3998973
15.44375073,A1,0.926976292,Si1,1.106740689,2.127623595,1,430.069579
15.81031611,A1,0.293423962,Si3,1.13396388,2.492611565,1,466.2032305
8.464429441,A1,0.266553568,PU,2.515364023,1.308917446,1,357.7157356
